Nombre de Registro,Origen,ID,Nivel,Categoria de Tarea,Registrado,Equipo,Usuario,Mensaje,EventRecordID
System,Service Control Manager,7040,Información,Ninguno,2025-01-21 15:39:26,CamiloMM,NT AUTHORITY\SYSTEM,El tipo de inicio del servicio Servicio de transferencia inteligente en segundo plano (BITS) se cambió de inicio por solicitud a inicio automático.,25870
System,Microsoft-Windows-Kernel-Power,105,Información,100,2025-01-21 15:35:47,CamiloMM,NT AUTHORITY\SYSTEM,Cambio de fuente de energía.,25869
System,Netwtw12,7003,Información,Ninguno,2025-01-21 15:18:41,CamiloMM,,7003 - Roam Complete,25868
System,Service Control Manager,7040,Información,Ninguno,2025-01-21 15:14:08,CamiloMM,NT AUTHORITY\SYSTEM,El tipo de inicio del servicio Servicio de transferencia inteligente en segundo plano (BITS) se cambió de inicio automático a inicio por solicitud.,25867
System,Microsoft-Windows-WindowsUpdateClient,19,Información,Agente de Windows Update,2025-01-21 15:13:12,CamiloMM,NT AUTHORITY\SYSTEM,Instalación correcta: Windows instaló correctamente la siguiente actualización: Actualización de inteligencia de seguridad para Microsoft Defender Antivirus - KB2267602 (versión 1.421.1480.0) - Canal actual (ampliado),25866
System,Service Control Manager,7045,Información,Ninguno,2025-01-21 15:13:12,CamiloMM,NT AUTHORITY\SYSTEM,Se instaló un servicio en el sistema.  Nombre del servicio:  MpKsl1ad32a53 Nombre del archivo del servicio:  C:\ProgramData\Microsoft\Windows Defender\Definition Updates\{8073BBA0-9752-4BE6-9EEA-F4AE0E5886E5}\MpKslDrv.sys Tipo de servicio:  controlador de modo kernel Tipo de inicio de servicio:  inicio por solicitud Cuenta de servicio:  ,25865
System,Microsoft-Windows-WindowsUpdateClient,43,Información,Agente de Windows Update,2025-01-21 15:13:05,CamiloMM,NT AUTHORITY\SYSTEM,Instalación iniciada: Windows comenzó a instalar la actualización siguiente: Actualización de inteligencia de seguridad para Microsoft Defender Antivirus - KB2267602 (versión 1.421.1480.0) - Canal actual (ampliado),25864
System,Microsoft-Windows-WindowsUpdateClient,44,Información,Agente de Windows Update,2025-01-21 15:13:05,CamiloMM,NT AUTHORITY\SYSTEM,Windows Update comenzó a descargar una actualización.,25863
System,Microsoft-Windows-Kernel-General,15,Información,10,2025-01-21 15:12:51,CamiloMM,NT AUTHORITY\SYSTEM,El subárbol \??\C:\WINDOWS\System32\SMI\Store\Machine\schema.dat se reorganizó con un tamaño inicial de 12656640 bytes y un tamaño final de 10596352 bytes.,25862
System,Microsoft-Windows-Kernel-General,16,Información,Ninguno,2025-01-21 15:12:51,CamiloMM,NT AUTHORITY\SYSTEM,El historial de accesos en el subárbol \??\C:\WINDOWS\System32\config\COMPONENTS se borró mediante la actualización de 153936 claves y la creación de 12758 páginas modificadas.,25861
System,Microsoft-Windows-DistributedCOM,10016,Advertencia,Ninguno,2025-01-21 15:10:00,CamiloMM,CAMILOMM\monsa,La configuración de permisos específico de la aplicación no concede el permiso Activación Local para la aplicación de servidor COM con CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  y APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  al usuario CamiloMM\monsa con SID (S-1-5-21-854866677-1834114146-3748758031-1001) en la dirección LocalHost (con LRPC) que se ejecuta en el contenedor de aplicaciones con SID TheBrowserCompany.Arc_1.37.0.5788_x64__ttt1ap7aakyb4 (No disponible). Este permiso de seguridad se puede modificar mediante la herramienta administrativa Servicios de componentes.,25860
System,Microsoft-Windows-DistributedCOM,10016,Advertencia,Ninguno,2025-01-21 15:09:54,CamiloMM,CAMILOMM\monsa,La configuración de permisos específico de la aplicación no concede el permiso Activación Local para la aplicación de servidor COM con CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  y APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  al usuario CamiloMM\monsa con SID (S-1-5-21-854866677-1834114146-3748758031-1001) en la dirección LocalHost (con LRPC) que se ejecuta en el contenedor de aplicaciones con SID MSTeams_25007.606.3361.4724_x64__8wekyb3d8bbwe (No disponible). Este permiso de seguridad se puede modificar mediante la herramienta administrativa Servicios de componentes.,25859
System,Microsoft-Windows-Kernel-Power,105,Información,100,2025-01-21 15:09:12,CamiloMM,NT AUTHORITY\SYSTEM,Cambio de fuente de energía.,25858
System,Microsoft-Windows-DistributedCOM,10016,Advertencia,Ninguno,2025-01-21 15:08:11,CamiloMM,CAMILOMM\monsa,La configuración de permisos específico de la aplicación no concede el permiso Activación Local para la aplicación de servidor COM con CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  y APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  al usuario CamiloMM\monsa con SID (S-1-5-21-854866677-1834114146-3748758031-1001) en la dirección LocalHost (con LRPC) que se ejecuta en el contenedor de aplicaciones con SID No disponible (No disponible). Este permiso de seguridad se puede modificar mediante la herramienta administrativa Servicios de componentes.,25857
System,Microsoft-Windows-IsolatedUserMode,5,Información,Ninguno,2025-01-21 15:08:10,CamiloMM,CAMILOMM\monsa,Secure Trustlet NULL Id 0 and Pid 0 started with status STATUS_SUCCESS.,25856
System,Netwtw12,6062,Advertencia,Ninguno,2025-01-21 15:07:49,CamiloMM,,6062 - Lso was triggered,25855
System,Netwtw12,7021,Información,Ninguno,2025-01-21 15:07:45,CamiloMM,,7021 - Connection telemetry fields and analysis usage,25854
System,BTHUSB,18,Información,Ninguno,2025-01-21 15:07:45,CamiloMM,,Windows no puede almacenar códigos de autenticación de Bluetooth (claves de vínculo) en el adaptador local. Puede que los teclados Bluetooth no funcionen en el BIOS del sistema durante el inicio.,25853
System,Microsoft-Windows-Power-Troubleshooter,1,Información,Ninguno,2025-01-21 15:07:45,CamiloMM,NT AUTHORITY\LOCAL SERVICE,El sistema estaba en un estado de baja energía y se reanudó.  Hora de suspensión: ‎2025‎-‎01‎-‎21T16:55:21.156874500Z Hora de reactivación: ‎2025‎-‎01‎-‎21T20:07:44.150724800Z  Origen de la reactivación: Unknown,25852
System,Microsoft-Windows-DistributedCOM,10016,Advertencia,Ninguno,2025-01-21 15:07:45,CamiloMM,NT AUTHORITY\LOCAL SERVICE,La configuración de permisos específico de la aplicación no concede el permiso Activación Local para la aplicación de servidor COM con CLSID  {6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}  y APPID  {4839DDB7-58C2-48F5-8283-E1D1807D0D7D}  al usuario NT AUTHORITY\LOCAL SERVICE con SID (S-1-5-19) en la dirección LocalHost (con LRPC) que se ejecuta en el contenedor de aplicaciones con SID No disponible (No disponible). Este permiso de seguridad se puede modificar mediante la herramienta administrativa Servicios de componentes.,25851
System,Microsoft-Windows-DistributedCOM,10016,Advertencia,Ninguno,2025-01-21 15:07:45,CamiloMM,NT AUTHORITY\LOCAL SERVICE,La configuración de permisos específico de la aplicación no concede el permiso Activación Local para la aplicación de servidor COM con CLSID  {6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}  y APPID  {4839DDB7-58C2-48F5-8283-E1D1807D0D7D}  al usuario NT AUTHORITY\LOCAL SERVICE con SID (S-1-5-19) en la dirección LocalHost (con LRPC) que se ejecuta en el contenedor de aplicaciones con SID No disponible (No disponible). Este permiso de seguridad se puede modificar mediante la herramienta administrativa Servicios de componentes.,25850
System,Microsoft-Windows-Winlogon,7001,Información,1101,2025-01-21 15:07:44,CamiloMM,NT AUTHORITY\SYSTEM,Notificación de inicio de sesión de usuario para el Programa para la mejora de la experiencia del usuario,25849
System,Microsoft-Windows-Kernel-Power,566,Información,268,2025-01-21 15:07:44,CamiloMM,NT AUTHORITY\SYSTEM,La sesión del sistema ha cambiado de 14 a 16.  Motivo Unknown   BootId: 46,25848
System,Microsoft-Windows-Kernel-Power,566,Información,268,2025-01-21 15:07:44,CamiloMM,,La sesión del sistema ha cambiado de 13 a 14.  Motivo SxTransition   BootId: 46,25847
System,Microsoft-Windows-Kernel-Boot,32,Información,58,2025-01-21 15:07:44,CamiloMM,,Bootmgr esperó la entrada del usuario durante 0 ms.,25846
System,Microsoft-Windows-Kernel-Boot,18,Información,57,2025-01-21 15:07:44,CamiloMM,,Existen 0x1 opciones de arranque en este sistema.,25845
System,Microsoft-Windows-Kernel-Boot,247,Información,99,2025-01-21 15:07:44,CamiloMM,,"No se puede cargar el firmware de Pluton-Windows. StatusCode: STATUS_SUCCESS, Motivo: Failed to apply firmware.",25844
System,Microsoft-Windows-Kernel-Boot,27,Información,33,2025-01-21 15:07:44,CamiloMM,,El tipo de arranque fue 0x1.,25843
System,Microsoft-Windows-Kernel-Boot,25,Información,32,2025-01-21 15:07:44,CamiloMM,,La directiva del menú de arranque fue 0x1.,25842
System,Microsoft-Windows-Kernel-Boot,30,Información,21,2025-01-21 15:07:44,CamiloMM,,El firmware notificó métricas de arranque.,25841
System,Microsoft-Windows-TPM-WMI,1038,Información,Ninguno,2025-01-21 15:07:44,CamiloMM,NT AUTHORITY\SYSTEM,Las comprobaciones de estado de la atestación previa confirman que se espera que el dispositivo supere la atestación.  Consulte C:\WINDOWS\Logs\MeasuredBoot\0000000229-0000000000.json para obtener información detallada sobre las comprobaciones realizadas.,25840
System,Microsoft-Windows-TPM-WMI,1041,Información,Ninguno,2025-01-21 15:07:44,CamiloMM,NT AUTHORITY\SYSTEM,"Información detallada sobre la comprobación del estado de la atestación previa: {""Version"":1,""HealthStatus"":""Attestable"",""Required"":[{""Field"":""TpmPresent"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmMeetsMinimumVersion"",""Value"":true,""DesiredValue"":true},{""Field"":""TpmIsResponsive"",""Value"":true,""DesiredValue"":true},{""Field"":""EkCertIsAvailable"",""Value"":true,""DesiredValue"":true},{""Field"":""TcgLogFound"",""Value"":true,""DesiredValue"":true}],""Expected"":[{""Field"":""PcrsMatchTcgLog"",""Value"":true,""DesiredValue"":true}],""Informational"":[{""Field"":""SecureBootEnabled"",""ValueFromComputer"":true,""ValueFromTcgLog"":true,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""VirtualSecureMemory"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true},{""Field"":""SecureCorePCCompliant"",""ValueFromComputer"":false,""ValueFromTcgLog"":false,""DesiredValue"":true,""TcgValueIsVerifiable"":true}]}",25839
System,Intel-SST-OED,28,Información,This task logs error codes to system event log.,2025-01-21 15:07:43,CamiloMM,,"Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS.",25838
System,Intel-SST-OED,28,Información,This task logs error codes to system event log.,2025-01-21 15:07:43,CamiloMM,,"Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS.",25837
System,Intel-SST-OED,28,Información,This task logs error codes to system event log.,2025-01-21 15:07:43,CamiloMM,,"Loaded DSP FW library: Libs\dsp_lib_intel_wov_adl_release.bin, status = STATUS_SUCCESS.",25836
System,Netwtw12,7025,Información,Ninguno,2025-01-21 15:07:43,CamiloMM,,7025 - Dump after return from D3 before cmd ,25835
System,Microsoft-Windows-Kernel-General,1,Información,5,2025-01-21 15:07:42,CamiloMM,,La hora del sistema ha cambiado a ‎2025‎-‎01‎-‎21T20:07:42.500000000Z de ‎2025‎-‎01‎-‎21T16:55:23.801729200Z. Diferencia horaria: 11538698 ms  Motivo del cambio: System time synchronized with the hardware clock. Proceso: '' (PID 4).  Hora de RTC: ‎2025‎-‎01‎-‎21T15:07:42.500000000Z Diferencia de zona horaria actual: 300 hora RTC es UTC: false La hora del sistema se basaba en la hora RTC: false,25834
System,Microsoft-Windows-Kernel-Power,107,Información,102,2025-01-21 11:55:23,CamiloMM,,El sistema se reanudó del estado de suspensión.,25833
System,EventLog,6013,Información,Ninguno,2025-01-21 15:07:43,CamiloMM,,El tiempo límite del sistema es de 66478 segundos.,25832
System,Microsoft-Windows-Kernel-Power,42,Información,64,2025-01-21 11:55:21,CamiloMM,,El sistema está entrando en suspensión.  Motivo de la suspensión: Application API,25831
System,Microsoft-Windows-Kernel-Power,40,Información,36,2025-01-21 11:55:21,CamiloMM,,El controlador \Driver\ACPI del dispositivo  detuvo la transición de energía.,25830
System,Microsoft-Windows-Kernel-Power,40,Información,36,2025-01-21 11:55:21,CamiloMM,,El controlador \Driver\ACPI del dispositivo  detuvo la transición de energía.,25829
System,Microsoft-Windows-Kernel-Power,40,Información,36,2025-01-21 11:55:21,CamiloMM,,El controlador \Driver\ACPI del dispositivo  detuvo la transición de energía.,25828
System,Microsoft-Windows-Kernel-Power,40,Información,36,2025-01-21 11:55:21,CamiloMM,,El controlador \Driver\ACPI del dispositivo  detuvo la transición de energía.,25827
System,Microsoft-Windows-Kernel-Power,566,Información,268,2025-01-21 11:55:21,CamiloMM,NT AUTHORITY\SYSTEM,La sesión del sistema ha cambiado de 12 a 13.  Motivo InputHid   BootId: 46,25826
System,Microsoft-Windows-Kernel-Power,187,Información,243,2025-01-21 11:55:21,CamiloMM,NT AUTHORITY\SYSTEM,El proceso de modo de usuario intentó cambiar el estado del sistema llamando a las API SetSuspendState o SetSystemPowerState.,25825
System,Win32k,267,Información,Ninguno,2025-01-21 11:55:21,CamiloMM,,La comprobación de control de calidad de hardware táctil se realizó correctamente.,25824
System,Microsoft-Windows-Winlogon,7002,Información,1102,2025-01-21 11:55:20,CamiloMM,NT AUTHORITY\SYSTEM,Notificación de cierre de sesión de usuario para el Programa para la mejora de la experiencia del usuario,25823
System,Microsoft-Windows-Power-Troubleshooter,1,Información,Ninguno,2025-01-21 11:55:12,CamiloMM,NT AUTHORITY\LOCAL SERVICE,El sistema estaba en un estado de baja energía y se reanudó.  Hora de suspensión: ‎2025‎-‎01‎-‎21T16:45:08.007291700Z Hora de reactivación: ‎2025‎-‎01‎-‎21T16:55:11.018954200Z  Origen de la reactivación: Power Button,25822
System,Netwtw12,6062,Advertencia,Ninguno,2025-01-21 11:55:12,CamiloMM,,6062 - Lso was triggered,25821
System,Microsoft-Windows-Kernel-Power,566,Información,268,2025-01-21 11:55:11,CamiloMM,NT AUTHORITY\SYSTEM,La sesión del sistema ha cambiado de 10 a 12.  Motivo InputHid   BootId: 46,25820
System,Microsoft-Windows-UserModePowerService,12,Información,10,2025-01-21 11:55:11,CamiloMM,NT AUTHORITY\SYSTEM,El proceso C:\Program Files\Acer\Quick Access Service\QAAdminAgent.exe (identificador de proceso:13936) restableció el esquema de directivas de {0d146388-1f05-4da1-81ad-20c9fcdd6e60} a {0d146388-1f05-4da1-81ad-20c9fcdd6e60},25819
System,Microsoft-Windows-Kernel-Power,566,Información,268,2025-01-21 11:55:10,CamiloMM,,La sesión del sistema ha cambiado de 9 a 10.  Motivo SxTransition   BootId: 46,25818
System,Netwtw12,7021,Información,Ninguno,2025-01-21 11:55:10,CamiloMM,,7021 - Connection telemetry fields and analysis usage,25817
System,BTHUSB,18,Información,Ninguno,2025-01-21 11:55:10,CamiloMM,,Windows no puede almacenar códigos de autenticación de Bluetooth (claves de vínculo) en el adaptador local. Puede que los teclados Bluetooth no funcionen en el BIOS del sistema durante el inicio.,25816
System,Microsoft-Windows-UserModePowerService,12,Información,10,2025-01-21 11:55:10,CamiloMM,NT AUTHORITY\SYSTEM,El proceso C:\Program Files\Acer\Quick Access Service\QAAdminAgent.exe (identificador de proceso:13936) restableció el esquema de directivas de {0d146388-1f05-4da1-81ad-20c9fcdd6e60} a {0d146388-1f05-4da1-81ad-20c9fcdd6e60},25815
System,Intel-SST-OED,28,Información,This task logs error codes to system event log.,2025-01-21 11:55:10,CamiloMM,,"Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS.",25814
System,Intel-SST-OED,28,Información,This task logs error codes to system event log.,2025-01-21 11:55:10,CamiloMM,,"Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS.",25813
System,Intel-SST-OED,28,Información,This task logs error codes to system event log.,2025-01-21 11:55:10,CamiloMM,,"Loaded DSP FW library: Libs\dsp_lib_intel_wov_adl_release.bin, status = STATUS_SUCCESS.",25812
System,Netwtw12,7025,Información,Ninguno,2025-01-21 11:55:10,CamiloMM,,7025 - Dump after return from D3 before cmd ,25811
System,Microsoft-Windows-Kernel-Power,130,Información,33,2025-01-21 11:55:09,CamiloMM,,"Horas de S3 de firmware. SuspendStart: 9668821, SuspendEnd: 9668827",25810
System,Microsoft-Windows-Kernel-Power,131,Información,33,2025-01-21 11:55:09,CamiloMM,,"Horas de S3 de firmware. ResumeCount: 2, FullResume: 1869, AverageResume: 1904",25809
System,Microsoft-Windows-Kernel-General,1,Información,5,2025-01-21 11:55:09,CamiloMM,,La hora del sistema ha cambiado a ‎2025‎-‎01‎-‎21T16:55:09.500000000Z de ‎2025‎-‎01‎-‎21T16:45:14.819735000Z. Diferencia horaria: 594680 ms  Motivo del cambio: System time synchronized with the hardware clock. Proceso: '' (PID 4).  Hora de RTC: ‎2025‎-‎01‎-‎21T11:55:09.500000000Z Diferencia de zona horaria actual: 300 hora RTC es UTC: false La hora del sistema se basaba en la hora RTC: false,25808
System,Microsoft-Windows-Kernel-Power,107,Información,102,2025-01-21 11:45:14,CamiloMM,,El sistema se reanudó del estado de suspensión.,25807
System,Microsoft-Windows-Kernel-Power,42,Información,64,2025-01-21 11:45:13,CamiloMM,,El sistema está entrando en suspensión.  Motivo de la suspensión: Button or Lid,25806
System,Microsoft-Windows-Kernel-Power,40,Información,36,2025-01-21 11:45:13,CamiloMM,,El controlador \Driver\ACPI del dispositivo  detuvo la transición de energía.,25805
System,Microsoft-Windows-Kernel-Power,40,Información,36,2025-01-21 11:45:13,CamiloMM,,El controlador \Driver\ACPI del dispositivo  detuvo la transición de energía.,25804
System,Microsoft-Windows-Kernel-Power,40,Información,36,2025-01-21 11:45:13,CamiloMM,,El controlador \Driver\ACPI del dispositivo  detuvo la transición de energía.,25803
System,Microsoft-Windows-Kernel-Power,40,Información,36,2025-01-21 11:45:13,CamiloMM,,El controlador \Driver\ACPI del dispositivo  detuvo la transición de energía.,25802
System,Service Control Manager,7040,Información,Ninguno,2025-01-21 11:45:10,CamiloMM,NT AUTHORITY\SYSTEM,El tipo de inicio del servicio Servicio de transferencia inteligente en segundo plano (BITS) se cambió de inicio por solicitud a inicio automático.,25801
System,Microsoft-Windows-UserModePowerService,12,Información,10,2025-01-21 11:45:08,CamiloMM,NT AUTHORITY\SYSTEM,El proceso C:\Program Files\Acer\Quick Access Service\QAAdminAgent.exe (identificador de proceso:13936) restableció el esquema de directivas de {0d146388-1f05-4da1-81ad-20c9fcdd6e60} a {0d146388-1f05-4da1-81ad-20c9fcdd6e60},25800
System,Microsoft-Windows-Kernel-Power,566,Información,268,2025-01-21 11:45:08,CamiloMM,NT AUTHORITY\SYSTEM,La sesión del sistema ha cambiado de 8 a 9.  Motivo InputHid   BootId: 46,25799
System,Netwtw12,6062,Advertencia,Ninguno,2025-01-21 11:45:06,CamiloMM,,6062 - Lso was triggered,25798
System,Microsoft-Windows-Power-Troubleshooter,1,Información,Ninguno,2025-01-21 11:45:05,CamiloMM,NT AUTHORITY\LOCAL SERVICE,El sistema estaba en un estado de baja energía y se reanudó.  Hora de suspensión: ‎2025‎-‎01‎-‎21T14:13:38.888418400Z Hora de reactivación: ‎2025‎-‎01‎-‎21T16:45:04.005830200Z  Origen de la reactivación: Power Button,25797
System,Microsoft-Windows-Kernel-Power,566,Información,268,2025-01-21 11:45:04,CamiloMM,NT AUTHORITY\SYSTEM,La sesión del sistema ha cambiado de 6 a 8.  Motivo InputHid   BootId: 46,25796
System,Microsoft-Windows-Kernel-Power,566,Información,268,2025-01-21 11:45:03,CamiloMM,,La sesión del sistema ha cambiado de 5 a 6.  Motivo SxTransition   BootId: 46,25795
System,Netwtw12,7021,Información,Ninguno,2025-01-21 11:45:03,CamiloMM,,7021 - Connection telemetry fields and analysis usage,25794
System,BTHUSB,18,Información,Ninguno,2025-01-21 11:45:03,CamiloMM,,Windows no puede almacenar códigos de autenticación de Bluetooth (claves de vínculo) en el adaptador local. Puede que los teclados Bluetooth no funcionen en el BIOS del sistema durante el inicio.,25793
System,Intel-SST-OED,28,Información,This task logs error codes to system event log.,2025-01-21 11:45:03,CamiloMM,,"Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS.",25792
System,Intel-SST-OED,28,Información,This task logs error codes to system event log.,2025-01-21 11:45:03,CamiloMM,,"Loaded DSP FW library: Libs\dsp_lib_whm_adl_release.bin, status = STATUS_SUCCESS.",25791
System,Intel-SST-OED,28,Información,This task logs error codes to system event log.,2025-01-21 11:45:03,CamiloMM,,"Loaded DSP FW library: Libs\dsp_lib_intel_wov_adl_release.bin, status = STATUS_SUCCESS.",25790
System,Netwtw12,7025,Información,Ninguno,2025-01-21 11:45:03,CamiloMM,,7025 - Dump after return from D3 before cmd ,25789
System,Microsoft-Windows-Kernel-Power,130,Información,33,2025-01-21 11:45:02,CamiloMM,,"Horas de S3 de firmware. SuspendStart: 1809, SuspendEnd: 1813",25788
System,Microsoft-Windows-Kernel-Power,131,Información,33,2025-01-21 11:45:02,CamiloMM,,"Horas de S3 de firmware. ResumeCount: 1, FullResume: 1938, AverageResume: 1938",25787
System,Microsoft-Windows-Kernel-General,1,Información,5,2025-01-21 11:45:02,CamiloMM,,La hora del sistema ha cambiado a ‎2025‎-‎01‎-‎21T16:45:02.500000000Z de ‎2025‎-‎01‎-‎21T14:13:47.225221500Z. Diferencia horaria: 9075274 ms  Motivo del cambio: System time synchronized with the hardware clock. Proceso: '' (PID 4).  Hora de RTC: ‎2025‎-‎01‎-‎21T11:45:02.500000000Z Diferencia de zona horaria actual: 300 hora RTC es UTC: false La hora del sistema se basaba en la hora RTC: false,25786
System,Microsoft-Windows-Kernel-Power,107,Información,102,2025-01-21 09:13:47,CamiloMM,,El sistema se reanudó del estado de suspensión.,25785
System,Microsoft-Windows-Kernel-Power,42,Información,64,2025-01-21 09:13:45,CamiloMM,,El sistema está entrando en suspensión.  Motivo de la suspensión: Button or Lid,25784
System,Microsoft-Windows-Kernel-Power,40,Información,36,2025-01-21 09:13:45,CamiloMM,,El controlador \Driver\ACPI del dispositivo  detuvo la transición de energía.,25783
System,Microsoft-Windows-Kernel-Power,40,Información,36,2025-01-21 09:13:45,CamiloMM,,El controlador \Driver\ACPI del dispositivo  detuvo la transición de energía.,25782
System,Microsoft-Windows-Kernel-Power,40,Información,36,2025-01-21 09:13:45,CamiloMM,,El controlador \Driver\ACPI del dispositivo  detuvo la transición de energía.,25781
System,Microsoft-Windows-Kernel-Power,40,Información,36,2025-01-21 09:13:45,CamiloMM,,El controlador \Driver\ACPI del dispositivo  detuvo la transición de energía.,25780
System,Microsoft-Windows-UserModePowerService,12,Información,10,2025-01-21 09:13:44,CamiloMM,NT AUTHORITY\SYSTEM,El proceso C:\Program Files\Acer\Quick Access Service\QAAdminAgent.exe (identificador de proceso:13936) restableció el esquema de directivas de {0d146388-1f05-4da1-81ad-20c9fcdd6e60} a {0d146388-1f05-4da1-81ad-20c9fcdd6e60},25779
System,Microsoft-Windows-Kernel-Power,566,Información,268,2025-01-21 09:13:38,CamiloMM,NT AUTHORITY\SYSTEM,La sesión del sistema ha cambiado de 4 a 5.  Motivo Unknown   BootId: 46,25778
System,Service Control Manager,7040,Información,Ninguno,2025-01-21 09:11:27,CamiloMM,NT AUTHORITY\SYSTEM,El tipo de inicio del servicio Servicio de transferencia inteligente en segundo plano (BITS) se cambió de inicio automático a inicio por solicitud.,25777
System,Microsoft-Windows-DistributedCOM,10016,Advertencia,Ninguno,2025-01-21 09:04:47,CamiloMM,CAMILOMM\monsa,La configuración de permisos específico de la aplicación no concede el permiso Activación Local para la aplicación de servidor COM con CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  y APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  al usuario CamiloMM\monsa con SID (S-1-5-21-854866677-1834114146-3748758031-1001) en la dirección LocalHost (con LRPC) que se ejecuta en el contenedor de aplicaciones con SID TheBrowserCompany.Arc_1.37.0.5788_x64__ttt1ap7aakyb4 (No disponible). Este permiso de seguridad se puede modificar mediante la herramienta administrativa Servicios de componentes.,25776
System,Microsoft-Windows-DistributedCOM,10016,Advertencia,Ninguno,2025-01-21 09:04:33,CamiloMM,CAMILOMM\monsa,La configuración de permisos específico de la aplicación no concede el permiso Activación Local para la aplicación de servidor COM con CLSID  {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  y APPID  {15C20B67-12E7-4BB6-92BB-7AFF07997402}  al usuario CamiloMM\monsa con SID (S-1-5-21-854866677-1834114146-3748758031-1001) en la dirección LocalHost (con LRPC) que se ejecuta en el contenedor de aplicaciones con SID MSTeams_25007.606.3361.4724_x64__8wekyb3d8bbwe (No disponible). Este permiso de seguridad se puede modificar mediante la herramienta administrativa Servicios de componentes.,25775
System,Service Control Manager,7040,Información,Ninguno,2025-01-21 09:04:01,CamiloMM,NT AUTHORITY\SYSTEM,El tipo de inicio del servicio Servicio de transferencia inteligente en segundo plano (BITS) se cambió de inicio por solicitud a inicio automático.,25774
System,Netwtw12,6062,Advertencia,Ninguno,2025-01-21 09:03:54,CamiloMM,,6062 - Lso was triggered,25773
System,Netwtw12,7021,Información,Ninguno,2025-01-21 09:03:46,CamiloMM,,7021 - Connection telemetry fields and analysis usage,25772
System,Microsoft-Windows-Power-Troubleshooter,1,Información,Ninguno,2025-01-21 09:03:43,CamiloMM,NT AUTHORITY\LOCAL SERVICE,El sistema estaba en un estado de baja energía y se reanudó.  Hora de suspensión: ‎2025‎-‎01‎-‎21T04:10:18.599421200Z Hora de reactivación: ‎2025‎-‎01‎-‎21T14:03:41.862828600Z  Origen de la reactivación: Unknown,25771
System,Microsoft-Windows-DistributedCOM,10016,Advertencia,Ninguno,2025-01-21 09:03:43,CamiloMM,NT AUTHORITY\LOCAL SERVICE,La configuración de permisos específico de la aplicación no concede el permiso Activación Local para la aplicación de servidor COM con CLSID  {6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}  y APPID  {4839DDB7-58C2-48F5-8283-E1D1807D0D7D}  al usuario NT AUTHORITY\LOCAL SERVICE con SID (S-1-5-19) en la dirección LocalHost (con LRPC) que se ejecuta en el contenedor de aplicaciones con SID No disponible (No disponible). Este permiso de seguridad se puede modificar mediante la herramienta administrativa Servicios de componentes.,25770
System,Microsoft-Windows-DistributedCOM,10016,Advertencia,Ninguno,2025-01-21 09:03:43,CamiloMM,NT AUTHORITY\LOCAL SERVICE,La configuración de permisos específico de la aplicación no concede el permiso Activación Local para la aplicación de servidor COM con CLSID  {6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}  y APPID  {4839DDB7-58C2-48F5-8283-E1D1807D0D7D}  al usuario NT AUTHORITY\LOCAL SERVICE con SID (S-1-5-19) en la dirección LocalHost (con LRPC) que se ejecuta en el contenedor de aplicaciones con SID No disponible (No disponible). Este permiso de seguridad se puede modificar mediante la herramienta administrativa Servicios de componentes.,25769
System,BTHUSB,18,Información,Ninguno,2025-01-21 09:03:43,CamiloMM,,Windows no puede almacenar códigos de autenticación de Bluetooth (claves de vínculo) en el adaptador local. Puede que los teclados Bluetooth no funcionen en el BIOS del sistema durante el inicio.,25768
System,Microsoft-Windows-Winlogon,7001,Información,1101,2025-01-21 09:03:42,CamiloMM,NT AUTHORITY\SYSTEM,Notificación de inicio de sesión de usuario para el Programa para la mejora de la experiencia del usuario,25767
System,Microsoft-Windows-Kernel-Power,566,Información,268,2025-01-21 09:03:42,CamiloMM,NT AUTHORITY\SYSTEM,La sesión del sistema ha cambiado de 2 a 4.  Motivo Unknown   BootId: 46,25766
